cleaned_text,sentiment
thanks i counting on the to protect me from the plague in the house,2
best and not reaction thanks seniors,2
lord asks for reassurance that people can receive the second dose of the vaccine at th,1
part of our covid vaccine series the and vaccines use genetic material from,2
done got my second dose of the pfizer vaccine there chuffed to be done now open the pubs,2
in senior citizens got infected with the new mutation weeks after receiving their se,0
my mum has just come back from the where she got her first dose of the covid vacci,2
science is telling i follow the science but not really that delaying the vacci,1
it a success story the research partnership between amp kathrin jansen arranged,1
has conditionally approved the coronavirus vaccine for use,2
my best friend a nurse received her first injection of the vaccine one month ago and was then te,2
less effective against,0
aka largest human lab experiment in world history too ear,2
have just been pfizered thanks to pre existing conds and the amazing efficiency of so far only side eff,2
you received the second dose of a vaccine currently on the western market,0
watch the vaccine needle vaccine has tracking chips hmm,2
retweet uğur şahin stressed the need for long term funding international collaboration amp supportiv,0
your report about the eu having a red face over the delay by weeks for the shot is utter rubbish eu di,0
gap may work for az vaccine where is your evidence for so why generalise,1
clinical trial study completion date january,1
strain has acquired a mutation similar to variant could resist,0
they kept swabbing candidates after the first amp second dose amp came back with a fantastic date about reduction in tr,0
i here for my vaccine i sitting here in awe of just how much has happened since my medical,2
new study suggests their mrna vaccine elicited antibodies that neutralise including vari,1
looks like it published finally also not to be confused with or any other vaccine as it was b,2
a gross misrepresentation of the truth great news for but it the vacci,0
my impression to mrna vaccine is quiet eff,1
this is exactly what we need clarity on until support this u and ou,2
second verse same as the first,2
which one is a definite no no,0
vaccine done feeling very lucky to have priority access the only side effect i have is a slightly dead a bit,1
the vaccine may be less able to protect against infection with the south african variant o,1
just got my second covid vaccination but i will continue to,1
second dose done,0
good news efficacy of is much affected by month wait between doses what ab,1
is a cancer vaccine next,0
it that what this whole epistemological meltdown is about,0
antibodies produced in response to the were still capable of neutralizing viral const,1
dose done,1
uğur şahin stressed the need for long term funding international collaboration amp supportive ecosystems to enable f,1
new cases down in california compared to the previous week,1
thank you uk feeling absolutely blessed and privileged,2
got my second dose of the pfizer vaccine today so grateful now it back to licking subway poles,2
promotes is safe but were is data on those who have had,1
and for balance there have been adverse reactions reported to the experimenta,1
pfizer withdraws emergency use request for its covid vaccine in india,0
has decided to withdraw its application for emergency use authorisation of its in india r,0
vaccines vaccine knowledge,2
slight delay in getting the second dose but i am fully vaccinated,1
the facility has released its interim distribution forecast the agency has a total of million,0
i read two articles that talk about spare vaccines following a recommendation to use,0
i had my first dose of the vaccine arm a bit sore but otherwise perfectly fine nothing to worry about,1
there are about variants around the world of so all vaccine manufacturers including,1
hopefully this is effective and i do hope the situation will be back to normal,1
the government has successfully procured the where the first batch is scheduled to arrive in,2
chair of the national immunisation advisory committee niac has said giving vaccines proven,2
drug giant pfizer looks to make in coronavirus vaccine sales covax astrazeneca pfize,2
new zealand approves first vaccine awaits delivery,2
as per officials anyone already given the or vaccine as part of the appro,2
on thursday launched a new clinical study to determine the effects of using different vaccines fo,2
this dna wave please are my late grandparents really related to me in blood i need to know,2
expects of sales of they developed with whose side effects have caused the,0
check out that antibody response weeks after dose,0
today absolutely no side effects so far,0
so far doses have been administered in canada so far canadians have received their second dos,2
i had my first vaccine injection on monday no idea when i get my second dose to complete the vaccinatio,0
vaccine dose vaccine dose this second dose debacle is a disaster wait,0
the at anaheim is being given at the parking lot,1
gt a few minor reactions lt dead let go,0
human life with the virus,2
some good news regarding efficacy of after just one dose though runs contrary to wh,1
excited to have received my first dose of the vaccine,0
been jabbed this afternoon feel so grateful to all the scientists worldwide our who staffed t,2
vaccine is a pesky one headache rigor and nausea since last night still preferable to my covid experience,0
both parents got the second vaccination today thank you and,2
this is our latest preprint where we reanalyse early israeli data on the effectivness of a single dose of pfizer va,2
all residents at a nursing home in central have tested positive for after being given,0
back ache after the jab anyone,2
do you have proof ca keep delivery despite,0
what about the any stats on that which both my parents have been injected with,0
is it safe and effective to give a second dose of pfizer biontech vaccine after weeks do we have any e,1
getting my second covid jab tomorrow weeks after my first as recommended by hopefully side eff,2
today is a good day,1
we have had the least in over a decade,0
plans to administer and vaccines to its elderly population,1
interesting,1
first dose yesterday wee bit of a sore arm bit i had flu shots that were much,0
i have some concerns about the vaccine if that were the one offered to me i done some thoroug,1
got my second shot yesterday thanks to and,2
eudravigilance report on vaccine till has caused at least deaths all hi,0
in a few hours i getting my shot of covid vaccine,1
another trip to the vaccination center,1
according to separate studies survivors might only need one shot of the new vaccines from amp,1
uk amp gibraltar deaths in over risen dramatically since started could this be a resul,0
just got the second dose of the so i reliably informed that in days i am fully i m,2
shot of time for,2
this week the san camillo irccs concluded the first cycle of against the staff received th,0
withdraws application for emergency use for its in india,0
vaccine withdraws application for emergency use in,0
efficacy of vaccine dose is basically same as the use of p in pfizer only on paper it sounds perfect whi,1
anyone else had their amp now waiting longer than days for their jab how are you doing,2
vaccine pfizer withdraws emergency use authorisation application in india,0
reuters inside europe fight for covid shots,0
information for the recipient of mrna vaccine essential question,1
pfizer withdraws application for covid vaccine in india,0
cremona lombardy italy jan dr aiolo and equipe preparing doses of,1
bring your dad to work day so glad i got to administer his first dose of the vaccine,2
not a single dose of covid vaccine has been administered in kenya npr all humans need equal and rapid va,0
san bernardino county public health opens vaccination site at ontario convention center from am to pm,2
feeling a bit poorly due to side effects of first vaccine but worth it,1
now we know why moderna ceo dumped his stock the day after their mrna double shot vaccine was approved by fda joh,0
so why are sweden germany and switzerland not giving vaccines at all to their over yet in the they want a,0
thank you the husband received his first vaccine,2
waste of our taxpayer dollars we want the viraleze nasal spray by starpharma effe,0
australian govt when is starpharma viraleze nasal spray avai,0
did you question the experts about the safety of vaccine or are you just taking their w,0
when is starpharma viraleze nasal spray available for aussies it is effective against,1
got my second dose of the pfizer vaccine today,2
chancellor angela merkel had announced more transparency on the delivery front here are the excel i,2
millions of americans are anxiously awaiting their turn to receive a vaccine in order to diminish their p,0
a wonderful update by at our webinar with on the and important,2
thank you to dr brenda corcoran for an excellent and very informative update at our in partnership with,2
got doses of and i had tenderness over the vaccinated area but it was tolerable i think,1
our webinar launches our partnership with during the dr brenda corcoran amp,2
one step closer,0
good news few serious side effects from according to new uk study,1
fully vaccinated against covid and yes the second one hurts the most my head is killing me,0
i am watching numbers closely in last two weeks time there is a sudden rise in recovery rate in the,0
its going down doing it for myself my family and the future,1
i wondering which superpower i get i can already feel the power of science going thru my veins,2
one down one to go,0
do you think enough is being done to roll out the in ireland,1
the ads are popping up all over markets here a cybercriminal is advertising the,0
efficacy appears to be for over and the claims that it,0
yay we are getting there one team one goal vaccinate,0
waiting for my appt for my pfizer had no symptoms after the shot a little nervous today b,1
please work on vaccination that is the key,1
uk launched a to study mixing two different together the and,1
the good news covid vaccine number two,2
second shot is no joke worse headache i had for as long as i can remember spent day on bed second,0
second dose of vaccine today so unbelievably blessed and fortunate,2
i very interested in this topic have seen no trial data mrna to backup delaying dose eve,2
really good video below on the development of mrna vaccines the pfizer and moderna covid vaccines are examples,1
after working for home since march just got a call offering me a covid vaccine from,0
new zealand approves vaccine for domestic use,2
the nhs will continue to administer jabs to the population according to the priority group list and mr zahawi has,2
last night fb chat between me and my cousin who is a member of the vaccine and just got their pap,1
extreme thankfulness vaccine selfie,0
this study will be the first in the world to determine the effects of using different vaccines for the amp do,2
pfizer vaccination done it was extremely well organised thank you,2
you people are criminals if you giving these elderly people the vaccine this is a crime aga,0
the vaccine manufacturers have said that their formulas are effective against the variant,1
can we please start vaccinating everyone now it not who you vaccinate but how many,0
i am so impressed by the vaccination role out the nhs is a magnificent beast when she is given the right resources,2
it just that am not feeling safe at with or regarding side effects in the dis,0
i vaccinated all first pfizer dose done,0
what the difference between all the vaccines,2
it prudent have some tests done to check if you have underlying condition or risks which may be exacerbated b,1
hours post moderately sore in the shoulder but only really when lifting or rotating i,1
vacinnated,2
recent data published by the uk independent medicines regulator assures the pfizer biontech and the oxford univer,1
recent data published by the uk independent medicines regulator assures the pfizer biontech and the oxford univer,1
anyone who challenges the week gap is just interested in themselves and has no interest for,0
to be clear only people have been vaccinated in uk in order to be vaccinated shots are nee,0
a uk clinical trial has recently commenced on the feasibility of mixing the vaccine doses of,1
vaccine clinic what will it be or,2
the world health organisation who says three quarters of all vaccinations were only in countries acc,0
i had my covid vaccine this week i am so grateful for science and the free healthcare i receive in the uk i am ch,2
the story of and vaccine approval rejection process by the subject expert committee in fou,0
day following dose of slept well slightly achy arm and muzzy head but otherw,1
keep in mind that the vaccine is effective in preventing the virus malays,1
the article calls for more information on leading western to be released to the public not all the deta,1
only the vaccine has received eul approval so far candidate vaccines are still being develo,0
we up to that point of when we about to get a vaccine this month,1
agree but logistics amp storage will be the challenge for vaccine in india,1
allay the misinformation on covid vaccine,0
got my vaccine today and i feeling ok ready to see how day goes,1
you do actually want to be injected with an experimental biological agent you have been tricked into,0
the panel noted that there had been several serious adverse events in the case of the pfizer biontech vaccine and t,0
history of allergy to polyethylene glycol miralax that also found in,0
quick update on the vaccine have had any side effects other injection site soreness all good here,1
well i did it i got the vaccine i an anxious mess so send memes or reassuring words,1
a day of wonderful things viral centenary test century and anti viral,2
one down one to go,0
update six hours after second biked and ran feeling great,0
it taking a step towards ending a global pandemic for me let goooo,2
fully vaccinated,2
hours post vax arm feels same as a flu shot aka nothing will continue to update periodically,0
thanks to for all your help in getting me vaccinated,2
pfizer covid vaccine not allowed yet for emergency use in india,0
pfizer covid vaccine not allowed yet for emergency use in india,0
two pals y of mine living in florida each had their doses this week i do know when i be done,0
had my first jab today feeling a little tired rough throat and my arm is very tender small pri,1
shortly after their but did play a role say regulators,0
amp johnson,2
mass vaccination site opens at cal poly pomona next up levi stadium in santa clara,2
as much as i do like boris amp his cronies they have done a great job with the vaccine rollout if you think othe,2
an arm study including control groups testing different combinations and dosing intervals of,1
how do i feel after the first dose of the vaccine,2
covid jab done,1
i apolitical but if the political leader of canada has misspoke about something this serious we need a,1
anyone worried about or anyone who believes that contains microchips or something to do with ple,0
it a waste of time your johnson guy decided to break the vaccine p,0
a late call from the vaccination centre,1
let get this vaccine done honey,2
worked out that i did a full of vaccinating over january and i think that pretty cool,1
and can tick off first vaccine barely sore lovely vaccinating team at nhs my plead to everyone when you,2
round for the covid vaccine i even got a cute sticker because i truly am a kid at heart,2
i can confirm my arm hurt for a couple days after minor compared to a hospital admis,0
got the jab thank you healthcare workers scientists medical researchers public health experts,2
i got vaccinated today very well organised mass vaccination team well done to all involved,2
dose of onboard to all involved ca wait to get started to vaccinate our p,0
we do know that vaccines are decreasing the incidence of severe disease that it he told afp we do not know,0
thinking of a vaccine passport great idea but will it be accepted as uk are not implementing,0
second dose done,0
i never been so happy to get a vaccine side effects so far sheer joy and gratefulness,2
got my second dose,2
it is not a vaccine,0
the biontech and vaccines are now listed in the request the file here,2
be careful if anyone receives an email like this about the vaccination always check the sender properly it non,0
recent data published by the uk independent medicines regulator assures the pfizer biontech and the oxford univer,1
recent data published by the uk independent medicines regulator assures the pfizer biontech and the oxford univer,1
pfizer withdraw emergency use request for its covid vaccine in india,0
got my covid shot,2
thank you and your employees for making these vaccines come to life your hard work i,2
second dose hoping all our colleagues in amp the fire service get done soon too delighted to have thi,0
temporary license for the jab covers and over,1
a short intro about mrna vaccines,1
got my today seen by passionate and excellent staff thank you,2
here the ingredients,1
biontech said a preliminary study shows its vaccine works against coronavirus variants uncovered in britain and sou,1
i am so lucky to have been recognised as a key worker and received my first jab on thursday,2
jesus christ people come on,2
in other countries there is not enough doses shame addenbrooke hospital in cambridge told staff last week that,0
i will paint every one of you acrylic on mixed media sheet,2
vaccine done,2
has only given temporary licensing for doses of the and,0
preprint from israel suggests a of effectiveness of from the dose,1
who do you trust the most with your health,2
pfe rejects no be well info,0
getting the this afternoon will it turn me into a zombie disclaimer joke tweet,0
exploring the supply chain of the and vaccines,1
demand for vax soars after review sputnikv needs only fridge storage unlike,0
hours after first dose of pretty uneventful gon na try going for a run on this balmy,0
i think i just went viral,0
russian campaign promotes homegrown vaccine and undercuts rivals profit over people,2
how the new generation genetic vaccines are sending their instructions to the human body full article,2
indeed my nonagenarian parents in london got their first vaccine weeks ago tomorro,0
fully vaccinated slight soreness and headache but nothing serious after hours,1
for all of those who made this moment possible my little family and i are thankful,2
recently arct announced phase i ii data for its single and prime boost,2
the coronavirus vaccine should grant protection against both the south african and british variants,1
today vaccine dose two in a couple hours i be updating with how i feel after round of,1
germany tradegate high demand for ibio after problems with and became kn,2
why one ca nt solely count on covid digest nursing home outbreak despite vaccination,0
and why one must not wait for the availability of the best why would one compromise on health and get a less,1
today just took the vaccine,2
oxford is working on it better late than never confirmed current version has minimal effect on stopp,1
great news pfizer cuts vaccine production time by half,2
dr mkhize even a kid would know that sa discovered the new variant that point they shou,0
western cape to procure own vaccine privately funded,2
in the interest of balance my year old father was given the vaccine days ago with no,1
please share and sign up feb is the date,2
breaking a research study from vaccinated individuals in with showed a marked reduction o,0
from media info in simple terms uk is using principle amp from re,1
the new england journal of medicine efficacy and safety of the sars vaccine,2
recently published mhra vaccine adr data report,1
administers of,2
safety is our superpower proves through,2
astrazeneca has confirmed that the vaccine developed by it offers limited protection agains,0
over the last seven weeks jackson has administered more than doses of the vaccine the,0
raf delivered nearly vaccines to jan since the january deaths per,0
here is an interesting piece on how an assortment of vaccines work,1
get the vaccine i have mine,2
have you or do you know of anyone who has had the pfizer vaccine did you or they experience any side effects p,0
recent data published by the uk independent medicines regulator assures the pfizer biontech and the oxford univer,1
recent data published by the uk independent medicines regulator assures the pfizer biontech and the oxford univer,1
feel extremely lucky to have had my first vaccine today,2
thank you for accommodating the vaccine so quickly i do normally push out personal events but gettin,2
hours after second slept good fever is gone all is good,2
press amp govt go on about vaccine amp south africa variants but no one talks about vaccin,0
elicits antibodies to neutralize south african amp british variants study in natur,1
the officials have temporarily suspended using vaccine and have decided to go for other,0
should take the opportunity and hijack the milk run and just leave their vaccine at everyone doors today job don,0
the national primary health care development agency nphcda says nigeria will stick with astrazeneca vaccine based,0
first dose well done a very organised vaccine centre in bridgend staff were great looking,2
home to thousands of communities it has been at the forefront of recent social media driven retail trading frenzy,2
however no detail is available as to how many doses the first shipment will contain or when it would be shipped,1
hcws who got dose of those who had d before vaccination had higher ab leve,0
pls remember we still awaiting the roll out of vaccines that actually works like the vaccine amp,1
please retweet of the top covid vaccines including efficacy how they work variants data etc,2
i do think uk does it with does it,1
officially got the dose of the my deltoid was a bit numb for the first mi,1
because they rich and they had both doses of vaccine in a timely manner,2
if the amp vaccines work on the dominant kent variant and reduce spread but,1
the events captured no longer reproducing once castellated in the labs and locked up in th,0
ach twitter,0
how many with two doses,0
second dose is done,0
will soon be releasing another security update for vaccine release,1
she adds our goal is to reduce mortality and prevent hospitalisation the vax has special require,1
the practice team are working hard to invite all eligible patients and we thank you for your patience during this c,2
emerging evidence that the may reduce the viral load in those infected with,1
covid infections after doses of vaccine,0
neutralization geometric mean titers gmts of vaccine elicited sera against mutant viruses were,0
i just got my dose of see you on the other side,1
fully vaccinated and high af,2
the planned shipment of to bulgaria was postponed due to bad weather in authorit,0
video a suffers seizures hours after the,0
omg my sister also ill from your poison what kind of people are,0
vaccinated sg frontliners,0
i had literally no side effects from my vaccination i a patient facing,0
i now officially had the vaccine no vaccination card because england had tha,0
so that jonathan van tam can not say they did not know when legal action,1
heads up your non scientific decision to extend vaccine jabs is going to lead to lega,0
currently on itu was pretty nervous but feeling very honoured to have been,1
biontech starts vaccine production at new german site,2
what a waste why did they make sure they had the right syringes before ordering,0
largest real life lab study in the world are amp will allow a return to s,0
vaccine reducing viral load data from israel suggests,1
countries israel amp uk taking considerably different approaches to covid vaccination real world dataset,1
like a lot of people i know it just a small prick,1
yes vaccinated with two doses of,0
is accelerating the time it takes to produce a batch and aims to reduce the turnaro,1
reduction in new cases among vaccinated group no new infection by days post dose,0
has become the world biggest real world study of vaccine and results show t,0
new zealand will first administer vaccines to quarantine personnel frontline health workers and airline s,2
one dose of the offers two thirds protection against data seen by the g,1
authorities expect the vaccine to arrive in the country by end march,0
health canada now says there are six doses in every vial from pfizer biontech not five tells us,0
vaccines revealed covid edition has started get signed up and share,2
just almost hours vaccine i feel fine other than the sore arm,1
leaving to train the virus getting rid of the hurdle imposed by a solid protection from it,1
it at in amp in as a total of residen,0
my second shot finally got rescheduled two and a half weeks after i was supposed to get it bu,0
covid vaccine round,1
please just when you are offered one is that too much to ask for,0
this is exactly how i feel about the us amp uk vaccines i ca comment on the vaccines developed elsewhere,2
the uk announced it is beginning a dose study using one dose of the and then on,0
i had my,1
conversations abt organized by london many more r planned to give brethren some,1
vaccine is the way,2
unlike which has chosen to proceed with amp vaccines has limited options in term,0
yes the and have put out statements advocating for vaccination of women who are breastfeedi,0
grateful to have minimal side effects hours after receiving the second dose of the,0
first dose of the covid vaccine is finally in my arm no side effects yet except crying for joy i am so thankf,2
rejects the as there no proof that it provides but caused sever,0
research shows that the blood of people who received two doses of the pfizer biontech vaccine contains high levels,0
i know people in their in the who already got their vaccine my re,0
years or more with a lengthy discovery phase,1
it up here is the new info pdf new authorizations,2
canada approves pfizer vaccine label change to doses,0
feds just updating that vials contain doses not product monograph is supposed to be updated bu,0
dancing volunteers another great shift at,2
true before and after vaccination,2
this morning by the from the batch of jointly developed by vaccin,2
i got my shot,2
german residents of a care home have tested positive for the british variant despite being,0
thank you lord dose of completed praying for good health this year of metal ox,2
just like a term pregnancy has been delivered at,2
afp largest healthcare provider said sunday a study of more than half a million,0
way down to for what new metric can you invent to distract us anita,2
has started production of the active ingredient in at its,2
do just be her somebody be her antibody,0
both my parents have had their first shot i am awaiting eagerly for mine not fussed if i get,2
would love to travel to our motherland if the day quarantine in a hotel is removed especially since,1
comparison of the top covid vaccinesmedium star including efficacy how they work variants data etc,2
day video no at,0
has started production of the active ingredient in at its,2
hrs has passed since i got the dose of pfizer vaccine still have fever sweats and chills this morning was,0
dozens of people develop rare disorder after taking,0
my in laws both had i do think it where you,1
got my shot now where is my shot of tequila,2
seems we are not getting enough of from europe despi,1
preference but any of them,1
is accelerating the time it takes to produce a batch and aims to reduce the turnaro,1
no to patents international campaign we the undersigned demand that medical patents for co,0
i sure there is a market for but certainly not here in and certain,1
not sure what you mean by india made has been approved we in do re,1
second dose today this was at day instead of day because canada sucks at vaccine procurement looking at yo,0
i am way below but i had it was jan in a hospital i,1
i had on jan it was the only one available at the time i would have any of the,1
people with pre existing medical conditions were more likely to require medical assistance or hospitalization aft,0
right so that pfizer vaccine you do get g or turn in to a lizard my friend who also had it today and i have b,2
aka largest open air lab worldwide seeing the positive results of the,2
the longer interval between jabs provides better immunity according to johnson amp who why have the manufacturer,1
today my year old holocaust survivor mother got her first dose of the vaccine my heart,2
over the last seven weeks jackson has administered more than doses of the,0
today and then interview it gon na be a great day,2
question everyone wants answered is a vaccinated person less likely to transmit virus new study indicat,0
is accelerating the time it takes to produce a batch and aims to reduce the turnaro,1
canada is competing for special syringes to withdraw doses rather than from pfizer biontech vaccine,0
phase iii vaccine human trials in progress,2
vaccination time next week wonder which one it be or,0
excellent was beginning to think ours might not be too far away despite being low down the list as,1
explain this why is the uk doing so badly on vaccinating people delaying the ja,0
the at got their second,1
a german pressure group calling itself has started a campaign called calling on,0
vaccine is effective is doses are given within the guidelin,1
to look out for my daughter got a text purporting to be from her gp to book her,0
i had my pfizer jab last night,0
side effects reported from french nurses who have received the vaccine and others who have had the,0
what are ntd directed vaccine thread,0
here you go the actual man who came up with the vaccine you bel,2
rubbish delaying the vaccine beyond days is a massive problem,0
well done you guys meanwhile figs for do forget we under the strictest,2
has started production of the active ingredient in at its,2
a german pressure group calling itself has started a campaign called calling on,0
another great creation by after making a life saving against enjoy it on,2
retweet plant seeds on sunny days to prepare for rainy days watch interview from davos,1
facility likely to start delivering vaccines in of making history with the ambitio,2
thanks to rulers amp government of i will be resistant to in weeks when the va,2
this is the science you say you follow there is no evidence to support your decision to risk yet m,2
around hrs after second dose of vaccine still experiencing no side effects other than a very so,0
could stop laughing after this,0
khairy jamaluddin the minister in charge of the national immunisation programme says vaccinations will s,0
that do not support a delay longer than weeks set,0
us placed another million doses of moderna and million vaccine,0
had my vaccine today thank you scientists and all the amazing people working and volunteering at the vaccine centr,2
thank god for smart scientists and vaccine i stayed healthy while taking care of my mother while sh,2
done with my dose i want to thanks all worldwide who have devoted their time amp ener,2
received my second today hours later slight soreness of the arm will make this into a thr,0
a month long slowdown in canada vaccine deliveries should end next week with the single biggest ship,0
plant seeds on sunny days to prepare for rainy days watch interview from davos meeting with erc presid,1
my first covid vaccine today oh glory to god,2
first covid vaccine shot easy and painless,2
start vaccinating people correctly two shots in protocol you have made enough mistakes delays and,0
what an idea,2
biontech bntx boosting eu supplies it started production at a new site in germany in a move that will help,2
happy learning day,2
through the government advance purchase agreement with pfizer this additional million vaccines means australi,2
shot update i a little under the weather but nothing too bad the best descriptiom i have is,1
many thanks to all the staff from nurses porters admin attendants today who helped get my,2
roundtrip miles parking time away from work unread inbox messages getting mom vaccinated price,0
so happy to have received my first dose of vaccine thanks to all the scientists who have made this possible and a,2
thank you so much to your medical teams and volunteers for making it possible for me to have my,2
trying to get a vaccine appt is like buying tickets to a concert that gets sold out in minutes that was my experi,0
dose of the vaccine,1
definitive proof the pfizer gene therapy is experimental anyone putting this stuff into their body is signing thei,2
latest cdc data to feb show deaths amp injuries from unlicensed emergency experimental,0
when it your turn please get i had one day of fever and exhaustion after my second shot but that wa,0
we are so being conned about all of it but most especially the numbers who are dying pos,0
the check in team at doing a great job vacc,2
vaccinated vibes,0
are red violets are blue i got my covid shot,0
sadly does not provide an option for us expatriate workers to visit without days hotel qua,0
vaers data is freely available go and educate yourself there do be a keyboard,2
got my first dose a few hours ago,2
a german pressure group calling itself has started a campaign called calling on,0
why are there so many i and well so i was very surprised to be invited to get the vaccine posts everywhere,0
dose of the vaccine thank you,2
do get me started on that my nonagenarian parents had their first jab weeks ago on,0
wonder how much it took to buy her,1
while the article preprinted has not been peer reviewed yet it does show is effect,1
centers for disease control and prevention last updated february fully vaccinated people can skip,0
just received my first dose thank you nhs,2
yet another lab rat in submission to an experimental biological agent,1
syappa mukka done and dusted best thing happened this morning,0
anaphylaxis following the vaccine is per million of which just over occurred within mi,0
only severe cases among given pfizer vax in israel report,0
very very happy to receive a lovely present from those lovely people at via thos,2
why did you ask about how he felt about the strategy to delay beyond the period advised by,0
had my vaccine on friday afternoon quite painful arm yesterday today just a bit tender absolutely brilliant,2
said back in first so how has it became like the plague now i call totally bullshit on the scaremongerin,0
translating vaccine trial efficacy results to real world effectiveness using mrna vaccine,2
the best gift for this a gift for all,2
happy valentine day i wait for you pfizer,2
first but a bit late received its first batch of the,1
lucky you our pm has been lying about aus receiving the vaccine we still wait,2
latest website data upto february shows deaths amp injuries post unlicensed emergency,0
there is so much data in this paper well done variant is on average fold more resistant to neutraliz,1
a german pressure group calling itself has started a campaign called calling on,0
this today it felt emotional well run operation at leicester general hospital,2
lebanon receives first covid vaccines,2
how so,1
thankful for the second dose of today,2
first land in under watch,2
first vaccine done for me thank you,2
from now on will have full access to all my activities i have been vaccinated with the first dose o,2
i had a little soreness at injection site after both that was it get,1
had the today in and feeling ok smooth operation doing a great j,1
ca wait to get vaccinated so i can tell my grandchildren that i got the first mrna vaccine ever,2
valentine day gift anybody,2
what is your opinion on delaying the vaccine all the research science and scient,0
pakistan to get covid vaccines from covax next month sources,0
msm will tell you these vaccines are safe and thoroughly checked etc how can any,2
pfizer biontech vaccine sharply reduces symptomatic in the real world israeli researchers say cnn,0
israel largest healthcare provider reported a drop in symptomatic infections among people who receive,0
happy birthday to my brilliant mama it a special one and so is she,2
retweet science role in tackling the fake news investing in,1
pfizer vaccine arrives in australia,2
interesting fact according to biontech the name comirnaty represents a combination of the terms mrna,1
the batch of jointly developed by in total reached,2
the jab is effective at preventing illness granted it uses a new technology to achi,1
mrna based vaccines and moderna vaccines,2
mrna based vaccines and moderna vaccines,2
i had my first dose of pfizer biontech vaccine a few weeks ago this is all the info i have about my se,2
human life with the virus,2
took a calculated bad himself amp party on,0
took a calculated bad bet for himself amp his party on,0
as we enter day of lockdown remember scott morrison promised injections each week of v,2
oh really no deaths usa is a weird exception then because in europe we have accounted deaths on,0
big shout out to especially keeping mum safe no thanks to the government for,0
conclusion vaccine does have a problem with a graph that tells it all,1
day post report to let you know that the only sign that i had dose of,0
science role in tackling the fake news investing in breakthrough research,2
eagerly waiting my turn all should register believe in science,0
large scale field proven data of efficacy efficacy very similar results to the cli,1
happy valentine day to celebrate i got the dose of the pfizer this morning i fear the side effects but a,2
donates jabs to,2
my year old dad has received his first dose of the next jab in days all h,2
thank you for my vaccine,2
vaccinated in science we trust,2
jabs of in the small country facing numerous problems includin,1
how safe vaccines are should we go for it,2
the whole world watches and impatiently anticipates vaccination data from israel and the first official study publ,2
i had the vaccine a month ago and have had any side effects what so ever and as someone who kn,0
vaccinated got the one i wanted pfizer biontech first shot top of arm is very sore hrs on but so far so g,1
hot topic again still february hkt,2
tried to steal pfizer vaccine february hkt,0
dubai gets fresh supplies of via,2
delivers almost half a million new doses of the vaccine to the regions the government has g,2
north korea accused of hacking pfizer for vaccine data,0
dubai receives new shipment of vaccine dha confirms,2
according to researchers vaccine appears to reduce symptomatic coronavirus infe,1
malaysian prime minister has announced earlier this morning that the vaccination dri,0
delighted to have recieved my vaccine at southport vaccination centre this morning extremely grateful to,2
i guess i have no choice but to get the vaccine next month my brother and his wife in france alre,1
immunization program,1
who approves astrazeneca oxford vaccine for emergency use,2
does anybody have any idea data on safety profile of covid vaccines in ms patients are they safe enough to be admi,1
the vaccine will arrive in malaysia on sunday while the roll out for implementation of the nation,1
vaccine touches down singapore delivers pfizer biontech to sydney,0
who authorizes astrazeneca covid vaccine for emergency use,2
vaccine touches down singapore delivers pfizer biontech to sydney,0
prime minister today announced that the is expected t,0
to get first batch of vaccines on feb,1
please retweet comparison of top covid vaccines,2
prime minister today announced that the is expected t,0
israel largest healthcare provider reported a drop in symptomatic infections among people wh,0
to vaccinate people at the proper intervals,2
vaccinations at craddock house nursing home,1
last week we returned to wales first vaccination care home to administer the second dose of,0
research reported in on participants showed that the neutralizing activity of the and,1
and should be ashamed of themselves their provision so far has largely bee,0
do not ease sanctions on iran do not give the ayatollahs any money iranians need vaccines in the fight against,0
the is performing just as well in a larger population as it did in the,1
day post report and the soreness in my arm following vaccine has practically disappe,0
new israeli study finds drop in symptomatic cases among vaccinated individuals the,0
nichole demma at got her second,1
later and i ok a bit tired with mildly achy muscles and my arm is definitely sore but that it,1
england has entered the next phase of coronavirus vaccine rollout after successfully,1
but that based on two doses with only a day interval in between just as the the,0
and unlike,0
many disturbing reports of adverse reactions amp untimely deaths have been mounting including deaths,0
this is good news but israel followed the jabs weeks apart for pfizer what will uk weeks apart bring abo,0
and thank you europe for developing the best vaccine available and letting us have the supplies without which,2
super moment for me this afternoon after having my jab listening to p,2
just had my covid vaccination,1
the at got their second,1
buone notizie work still in progress,1
first dose of thanks to our host country let continue to fight against,2
vaccinated completed,2
well that was very quick and easy first covid jab done now i just need to wait minutes before i can leave in,2
one for the timeline vaccine jab done this afternoon,2
vaccines will eventually be available to teens and older the vaccine is recommended fo,1
had my first covid vaccination second one in weeks,0
what a brilliant seamless process hats off to everyone involved in making this so well organised,2
south korea accuse north korea of attempting to steal pfizer biontech vaccine information,0
my arm is a little sore but so far no other side effects,1
my vaccine outfit today,2
has finalized a deal with for million additional doses of vaccine aimed at boosti,2
you are peddling the conspiracy theory did you speak to dr dolores cahill if you di,0
confirmation also today of an additional million doses of to the eu million for,0
go g granny go are not enough v for vaccine,0
reluctance is mostly due to the secrecy of sinopharm and no phase data i be more open to,0
so basically if i was to hit my arm right now it would really hurt but apart from that all good yay for no side,1
with m vaccines expected for the in that means million doses for ireland if we ta,1
