cleaned_text,sentiment
friday november weekly jobless claims at month highthe number of new americans filing for unemployment benefits hit a three month high the main reason for the surge in layoffs was the increasing number of cuts in the tech and real estate baking sector with twitter amazon and meta the parent of facebook announcing thousands of job cuts this month companies in interest rate sensitive sectors like housing and finance have also been sending workers home the rise in jobless claims is a sign that the economy is already in a recession after years of strong growth the combination of rising inflation and slowing economic growth could lead to a debt crisis among white collar workers if workers ca keep up with their debt payments it could lead to a wave of defaults and foreclosures this would further drag down the economy creating a vicious cycle of contraction if you are behind on your mortgage payments credit card payments or auto loans the law offices of omar zambrano can help you today we offer a free consultation to discuss your legal options and advise you on the best course of action call us today at to learn more about how we can help you get back on track ramona blvd baldwin park ca or,0
in our free short term rental industry newsletter this airbnb setup how the company wants to help millions of new hosts airbnb airbnb private rooms even brian chesky is doing it why airbnb likes people bedrooms the book direct blueprint a short term rental short term rental news show airbnb release vacasa in trouble new tech demothibault masson francois gouelo mark simpson nathan herz damian sheridan,2
despite being bullish the markets are still nervous and any new ftx related news can cause scares and lower prices will this be the start of the cryptocurrency the fall of ftx bitcoin fell to usd btc but it has been recovering in recent days what is the future of the gold the reaction of financial markets to the fed is even more difficult,0
a fantastic event that s happenig right now thanks to at the beautiful wotton house in surrey a gathering of ta leaders sharing best practices and inspiring each other to keep the industry moving forward to solve the big challenges in talent my day key learnings below,2
talent talent is the most important thing in the world right now elon does get it tech is about to lose a bunch of it i wrote a bit about it says work be extremely hardcore or leave over half of twitter leave what does this mean for talent how do we build business conditions people want to work for exceptional performance cater to the cream of the does everyone think also on the drum with a more advertising based angle link in comments,0
a layoff can be disastrous it not just lost income for an employee it also lost identity and community of colleagues worrying about the next logical step can be overwhelming on the other hand letting employees go is an unpleasant experience for managers too it is where the outplacement services come in find out more here how outplacement services benefit and why you need it,0
talent acquisition teams are first to fall in the layoff season this should not be true losing people or even functions is not a desired state for any business it negatively impacts employee morale and employer brand however this need not be the case today talent teams can continue to add significant value to the organisations if they are utilised strategically here are ways in which you can achieve build competitor and market intelligence to help with business decision skill mapping keeping the org ready for the next phase of create improve recruitment principles and practicesin this article i share the tremendous value add the talent function can do even when the business does not have a hiring focus aligning the talent teams to the larger strategic business decisions can help unlock significant untapped potential,0
resume template with direction linkedin networking guide which includes templates with a direction and many e books teachndo,1
here is my case study on byju a learning app,2
mass layoffs and full employment and something in between i started to wonder what lurks in between and why it is public when it would be beneficial to do so my pledge to do better,0
dear friends our bulletin is out we will be sharing our knowledge tips and opinions with you on a regular thursday basis stay tuned and if you wish to share with your network thank you for doing so,2
at any given point in time there is just one version of facebook running there are probably any engineer at the company can basically decide that they want to test something there are some rules on sensitive things but in general an engineer can test something and they can launch a version of facebook not to the whole community but maybe to people or people whatever is necessary to get a good test of an experience if one to believe what mark zuckerberg once famously said in a podcast meta is a master in beta testing and i never waste an opportunity to crack a dad considering its recent performance and the infamous layoff of employees you may be wondering if this is even something to look up to and no i not even suggesting you should try to reach such a crazy number of versions in your product well the jury is out on beta tests i know people who decided to follow their gut and won big time following henry ford advice if i had asked people what they wanted they would have said faster horses the flipside i know people who did that and failed a friend of mine was among them his team made the decision to work on a new killer feature for months only to find out that it not something that fits the profile of the bulk of their existing users as a result adoption of this feature hovered under read more about this breaking story tips on how to spare your team months of wasted efforts with beta testing below,0
every recession might be different from the previous one and there may not be any fixed strategy that may work as a bulletproof but better preparation and keeping long term goal never goes out of sight in minimizing the impact it ideal for business to regularly assess their financial health readjust their offering as per market scenario build a lead and efficient team and listen to employee inputs while thinking long term with tools for training productivity communication and mitigation with an often check through some metrics leveraging data that allows companies to be more proactive than reactive in decision making,1
for my friends in the usa happy thanksgiving in my november edition of career cheat codes we going all the way back to and delving into america favorite pastime football the concept of american football games being played on thanksgiving day dates back to for my international friends i not talking about soccer yeah i know the fifa world cup qatar is happening right now but i talking about futbol americano besides madden there no better retro game than tecmo bowl on nes today in my newsletter we going to talk about the game focus on playbooks and how to optimize this time of the year for your career i hope you enjoy this trip down memory lane,2
as we head to thanksgiving i am thankful for being a tiny pebble in this wonderful software engineering community geek for life i wrote up some of my thoughts remember why you started learning coding computer science embrace your love of computer science and learn continually you will always be part of the software engineering community no matter which company you are now,2
the redundancy mindset a quick minute read for those or those thinking they may be soon what your,1
it is really disturbing to see there is a full return to the bad old days of out and out climate change denial on,0
a federal judge put on hold for five weeks his ruling striking down the controversial title policy a trump era rule that allowed us authorities to expel more than million migrants who crossed the us mexico border the ruling striking down title will be now on hold until midnight december ruling on tuesday will leave the biden administration without one of the key tools it had deployed to address the thousands of migrants arriving at the border on a daily basis and could restore access to asylum for arriving migrants,0
this week kerry shares how three headlines tell very different stories about the state and future of conversational ai read on below then join the conversation by leaving your thoughts in the comments,1
this week kerry shares how three headlines tell very different stories about the state and future of conversational ai read on below then join the conversation by leaving your thoughts in the comments,1
welcome to a quick browse rundown featuring employment law this week and other resources this week eeoc commissioner targets abortion travel also midterm results for employers,2
many years i pause at thanksgiving to be grateful for the good things the happy memories of the previous year or i grateful for just making it through the hard parts but in i thankful for the hard parts making us stronger,1
my tech will prevail read on for my reasons for optimism,1
i could help but write this article because on linkedin these days i do scroll past a few posts without seeing someone being laid believe there are two ways to respond to adversities like a layoff either fight against it or work on our skills and try to land better jobs if i find myself out of job i rather go with the latter easier said than done i know and i not saying this devoid of any sense of empathy for those who lost their jobs but if you in marketing it high time you rethink the skills you possess and measure how effective they are in bringing revenue in these changing economic conditions sharing my experiences and skills that help top marketers to drive brand awareness and lead generation for their organizations hope you read it and i pray that you land better too shall pass,1
sharing my article on how to prepare for layoffs the article focuses on the practical ideas that people can consider while dealing with layoff i hope you find this a helpful read,1
this is a weekly round up of stories from around the web as we work to understand the freelance revolution the creator economy rise of remote work and wellness i hope they are helpful as we navigate the rapidly changing business landscape,1
ireland is still the fastest growing economy in the eurozone this year and despite recent media news about layoffs from the big tech giants recruitment activity is still extremely busy the indigenous tech sector as well as life sciences and financial services are all still performing strongly and have a positive outlook for the coming year brightwater has just completed our which gives an insight into market trends salaries and skills in demand,2
ireland is still the fastest growing economy in the eurozone this year and despite recent media news about layoffs from the big tech giants recruitment activity is still extremely busy the indigenous tech sector as well as life sciences and financial services are all still performing strongly and have a positive outlook for the coming year brightwater has just completed our which gives an insight into market trends salaries and skills in demand,2
check out my new with melissa russo cfre on the san bernardino county museum community based response,2
did you know that canada was the first country in the world to offer a bitcoin post explores the connection between the world economic forum britain new pm canada pm and what a cashless society might look article is part of a much larger story that you can read and subscribe for free here,1
greetings and welcome to this week edition of the indus voice amazon meta microsoft alphabet and apple all made record profits in but now big tech is shedding workers by the thousands why ca economists predict recessions and what lessons need to be drawn from this other snippets during the week you can subscribe to the tiv linkedin page,2
on this issue of the daily insight express and my favourite tweet when researching strategies emphasise patterns over stories one person succeeding means nothing people succeeding is a signal when explaining strategies emphasise stories over patterns people forget numbers and charts everyone remembers a great story waymo will begin offering passenger rides in its autonomous vehicles without a driver at the wheel amazon consumer robotics team appears to have been spared from the mass layoffs impacting some other departments according to business tumblr will soon support activitypub the protocol powering decentralized social networks like mastodon pixelfed and peertube tech firm paranimo raised to expand its personalised workplace mental health care salesforce shares have dropped this year causing concerns about a recovery anytime a survey of c suite executives done by west monroe found that of the respondents have either just fired employees or plan to do so in a coconut seller selling coconut in a coconut is the most creative branding i ever seen absolutely loving the design of this reusable packaging that being introduced at mcdonald france,0
in this article learn how like intellicare help boost the philippine workforce by providing access to quality,2
in this article learn how like intellicare help boost the philippine workforce by providing access to quality,2
indian it has bid up the prices of resources by being short sighted in the supply side constraints during the pandemic this short sightedness is now coming home to roost to more speculate from the current situation for the year end and a try to dive deep with few insights,0
getting nervous that the end of the year is looming do worry we got some cracking tips to help you survive december every month we send a newsletter chock full of tech recs productivity hacks and news that should be on your radar and we thought our linkedin community might like to be ahead of the curve too check it out here,0
to all my loyal fans who keep saying that my is terrible i know what you say about me behind closed doors if you knew what i was going through you realize that any content i put out right now is a momentous personal achievement maybe when you read this you learn to with,0
what is principled attrition,0
you can not shy away from the events you all collectively went through nor should you sweep the memory of it under the rug and pretend it did happen being upfront and honest about the experience will be a huge benefit to your employees working through their experience and what it means to them trauma will always get its say but it does have to have the last word,1
uncertainty is running rampant right now here are strategies to help you navigate through it,1
continuing the journey to a fulfilling career,2
last month i was back in dayton ohio for a speaking engagement as a student of history and business dayton and the surrounding region in southwest ohio fascinate me it has a storied legacy of innovation in the last century comparable to silicon valley in this century and while a decline in fortunes and population happened in dayton as in many industrial midwest cities i detect a resurgence and renewal in entrepreneurship and a titanium economy based on digital technologies exciting things are happening in dayton and people are pumped this is a special free edition of the rising tide and i hope you might become a paid subscriber if you want me to come to your community and give you an honest appraisal let talk,2
we have had a moment quite like this in our economy and at work there are still workforce shortages while there are an unusually high number of companies re sizing and significantly reducing their staff if you feel it coming or it already happened to you here are some thoughts that may help and if now the time to get with a career coach reach out and let connect,1
of leaders and communicators think that they know what their audiences want while only of audiences agree this gap between those creating messages and those receiving them is only growing and it is having negative consequences for organizations what can we as marketers and communicators do to change that cc anuja kale agarwal national communications director at pwc canada included a reading list of resources within,0
extra extra read all about of the coming here what you can do to prepare,2
your hr team is the glue that keeps your organization together yet the threats of burnout is is even higher as they tirelessly work to keep up with the demands how are you helping prevent burnout,2
most corporate goal setting programs are a giant waste of time you know it and i know add to that a looming recession hiring freezes budgets tightening and very public layoffs swirling in the headlines and you get a perfect storm of goal setting sabotage now more than ever we need teams and individual contributors to enter the new year feeling empowered aligned and engaged the good news with the right framework goal setting can help leaders and teams do exactly that avoiding these common goal setting mistakes can change all of that and transform you into an indispensable powerhouse,0
what the ongoing crypto winter has in store for crypto and natives theo priestley described innovation as a combination of crazy imagination human interaction creativity and perseverance blockchain technology cryptocurrency and even the metaverse are products of creative imaginations of human beings according to aram mughalyan crypto winter is the best time to build in yet it comes with its pool of challenges and downturn in this article i take a look at the significant happenings in crypto winter in some of these significant happenings in crypto in include bitcoin ethereum dogecoin downturn massive layoffs in the industry ftx luna and lots more this is the second crypto winter of the year according to dainis tka there is a possibility of experiencing the third with the look of thingsthe bottom line as established by lucy gazmararian of token bay capital is that if you ca beat them join them the crypto winter amidst the challenges is filled with numerous opportunities long term investors will resort to buying the dip with the hope that the market will surge up again whether you a retail trader or a large investor you should also maximize the opportunities that comes with the winter it a norm in the industry you know better abdulmumin solihu and my passion for the crypto and industry fueled my interest in writing on the latest development in case you need a creative crypto and writer my dm is always open for new opportunities in the industry,1
if you asking yourself why should i go for the outsourcing design here is the answer,1
amazon voice assistant division alexa could face a rough future as per a business insider report,1
